Dayl,Prcp,Srad,Swe,Tmax,Tmin,Vp
0.00159,0.0,0.13985,0.0,0.0,0.083498,0.18078
0.65601,0.0,0.13985,0.0,0.0,0.083498,0.0014140000000000001
0.65601,0.0,0.13985,0.0,0.0,0.083498,0.0014140000000000001
0.65601,0.0,0.13985,0.0,0.0,0.083498,0.0014140000000000001
0.65601,0.0,0.13985,0.0,0.0,0.11581,0.0008
0.65601,0.0,0.13985,0.0,0.0,0.11109000000000001,0.0002
0.65601,0.0,0.13985,0.0,0.0,0.11109000000000001,0.000618
0.65601,0.0,0.13985,0.0,0.0,0.11109000000000001,0.000859
0.65601,0.0,0.13985,0.0,0.0,0.11109000000000001,0.00082
0.65601,0.0,0.13985,0.0,0.0,0.11109000000000001,0.053466999999999994
0.65601,0.0,0.13985,0.0,0.0,0.11109000000000001,0.004547
0.65601,0.0,0.13985,0.0,0.0,0.11109000000000001,5.1e-05
0.65601,0.0,0.13985,0.0,0.0,0.11109000000000001,1.2e-05
0.65601,0.0,0.13985,0.0,0.0,0.11109000000000001,3.8e-05
0.65601,0.0,0.13985,0.0,0.0,0.08363200000000001,3.8e-05
0.65601,0.0,0.13985,0.0,0.0,0.08363200000000001,0.0005
0.65601,0.0,0.13985,0.0,0.0,0.08363200000000001,1.2e-05
0.65601,0.0,0.13985,0.0,0.0,0.08363200000000001,0.000468
0.65601,0.0,0.13985,0.0,0.0,0.08363200000000001,0.000875
0.65601,0.0,0.13985,0.0,0.0,0.08363200000000001,0.0013
0.65601,0.0,0.13985,0.0,0.0,0.08363200000000001,0.0089
0.65601,0.0,0.13985,0.0,0.0,0.08363200000000001,0.0003
0.65601,0.0,0.13985,0.0,0.0,0.08363200000000001,8.2e-05
0.65601,0.0,0.13985,0.0,0.0,0.023176,8.2e-05
0.65601,0.0,0.13985,0.0,0.0,0.023176,0.0007
0.65601,0.0,0.13985,0.0,0.0,0.0032,0.0007
0.65601,0.0,0.13985,0.0,0.0,0.0032,0.0061
0.65601,0.0,0.13985,0.0,0.0,0.092115,0.0061
0.65601,0.0,0.13985,0.0,0.0,0.092115,0.0001
0.65601,0.0,0.13985,0.0,0.0,0.092115,0.0005
0.65601,0.0,0.13985,0.0,0.0,0.072603,0.0005
0.65601,0.0,0.13985,0.0,0.0,0.0,0.0005
0.65601,0.0,0.13985,0.0,0.0,0.0,0.0002
0.65601,0.0,0.13985,0.0,0.0,0.0,0.0009
0.65601,0.0,0.13985,0.0,0.0,0.07162400000000001,0.0009
0.65601,0.0,0.13985,0.0,0.0,0.07162400000000001,5.2000000000000004e-05
0.65601,0.0,0.13985,0.0,0.0,0.07162400000000001,0.0008
0.65601,0.0,0.13985,0.0,0.0,0.0032259999999999997,0.0008
0.65601,0.0,0.13985,0.0,0.0,0.08214099999999999,0.0008
0.65601,0.0,0.13985,0.0,0.0,0.10403,0.0008
0.65601,0.0,0.13985,0.0,0.0,0.10403,0.0001
0.65601,0.0,0.13985,0.0,0.0,0.10403,0.0004
0.65601,0.0,0.13985,0.0,0.0,0.085877,0.0004
0.65601,0.0,0.13985,0.0,0.0,0.085877,0.0003
0.65601,0.0,0.13985,0.0,0.0,0.085877,0.0002
0.65601,0.0,0.13985,0.0,0.0,0.085877,0.0003
0.65601,0.0,0.13985,0.0,0.0,0.085877,0.0097
0.65601,0.0,0.13985,0.0,0.0,0.085877,0.0097
0.65601,0.0,0.13985,0.0,0.0,0.085877,0.0003
0.65601,0.0,0.13985,0.0,0.0,0.051936,0.0003
0.65601,0.0,0.13985,0.0,0.0,0.051936,0.0003
0.65601,0.0,0.13985,0.0,0.0,0.051936,0.0005
0.65601,0.0,0.13985,0.0,0.0,0.051936,0.0009
0.65601,0.0,0.13985,0.0,0.0,0.052,0.0009
0.65601,0.0,0.13985,0.0,0.0,0.052,0.0
0.65601,0.0,0.13985,0.0,0.0,0.052,0.0
0.65601,0.0,0.13985,0.0,0.0,0.052,0.0
0.65601,0.0,0.13985,0.0,0.0,0.061122,0.0
0.65601,0.0,0.13985,0.0,0.0,0.061122,0.0
0.65601,0.0,0.13985,0.0,0.0,0.061122,0.0
0.65601,0.0,0.13985,0.0,0.0,0.061122,0.0076
0.65601,0.0,0.13985,0.0,0.0,0.061122,7.900000000000001e-05
0.65601,0.0,0.13985,0.0,0.0,0.061122,0.0065
0.65601,0.0,0.13985,0.0,0.0,0.000944,0.0065
0.65601,0.0,0.13985,0.0,0.0,0.000944,0.0001
0.65601,0.0,0.13985,0.0,0.0,0.000944,0.0045
0.65601,0.0,0.13985,0.0,0.0,0.000944,2.1e-05
0.65601,0.0,0.13985,0.0,0.0,0.000944,0.0006
0.65601,0.0,0.13985,0.0,0.0,0.000944,0.0001
0.65601,0.0,0.13985,0.0,0.0,0.000944,0.0023
0.65601,0.0,0.13985,0.0,0.0,0.000944,1.8e-05
0.65601,0.0,0.13985,0.0,0.0,0.000944,0.000959
0.65601,0.0,0.13985,0.0,0.0,0.000944,0.0003
0.65601,0.0,0.13985,0.0,0.0,0.000944,0.0091
0.65601,0.0,0.13985,0.0,0.0,0.000944,0.0
0.65601,0.0,0.13985,0.0,0.0,0.000944,8.499999999999999e-05
0.65601,0.0,0.13985,0.0,0.0,0.031309,8.499999999999999e-05
0.65601,0.0,0.13985,0.0,0.0,0.031309,0.0006
0.65601,0.0,0.13985,0.0,0.0,0.031309,0.0003
0.65601,0.0,0.13985,0.0,0.0,0.031309,0.0004
0.65601,0.0,0.13985,0.0,0.0,0.07062,0.0004
0.65601,0.0,0.13985,0.0,0.0,0.039938,0.0004
0.65601,0.0,0.13985,0.0,0.0,0.039938,0.0076
0.65601,0.0,0.13985,0.0,0.0,0.060371,0.0076
0.65601,0.0,0.13985,0.0,0.0,0.060371,0.0009
0.65601,0.0,0.13985,0.0,0.0,0.060371,0.0082
0.65601,0.0,0.11829,0.0,0.0,0.060371,8.3e-05
0.65601,0.0,0.18602000000000002,0.0,0.0,0.060371,0.000446
0.65601,0.0,0.18602000000000002,0.0,0.0,0.060371,0.000258
0.65601,0.0,0.18602000000000002,0.0,0.0,0.060371,0.0037
0.65601,0.0,0.12197,0.0,0.0,0.060371,0.000268
0.65601,0.0,0.12197,0.0,0.0,0.060371,0.0057
0.65601,0.0,0.12197,0.0,0.0,0.060371,5.9e-05
