Dayl,Prcp,Srad,Swe,Tmax,Tmin,Vp
0.14881,0.0,0.27663,-0.1184,-0.1392,0.12112,0.21982
0.14881,0.0,0.27663,-0.1184,-0.1392,0.12112,0.00557
0.14881,0.0,0.27663,-0.1184,-0.1392,0.12112,1.1e-05
0.14881,0.0,0.27663,-0.1184,-0.1392,0.12112,0.000437
0.14881,0.0,0.27663,-0.1184,-0.1392,0.12112,0.0016870000000000001
0.14881,0.0,0.23594,-0.1184,-0.1392,0.12112,0.002926
0.14881,0.0,0.23594,-0.1184,-0.1392,0.12112,0.000958
0.14881,0.0,0.23594,-0.1184,-0.1392,0.12112,0.003235
0.14881,0.0,0.23594,-0.1184,-0.1392,0.12112,7e-05
0.14881,0.0,0.23594,-0.1184,-0.1392,0.12112,0.000729
0.14881,0.0,0.23594,-0.1184,-0.1392,0.12112,0.000306
0.14881,0.0,0.23594,-0.1184,-0.1392,0.12112,4.2e-05
0.14881,0.0,0.23594,-0.1184,-0.1392,0.12112,0.0006219999999999999
0.14881,0.0,0.23594,-0.1184,-0.1392,0.12112,0.0004
0.14881,0.0,0.23594,-0.1184,-0.1392,0.12112,0.0084
0.14881,0.0,0.23594,-0.1184,-0.1392,0.12112,0.0001
0.14881,0.0,0.23594,-0.1184,-0.1392,0.12112,5.7999999999999994e-05
0.14881,0.0,0.23594,-0.1184,-0.1392,0.12112,0.0067
0.14881,0.0,0.23594,-0.1184,-0.1392,0.12112,0.0003
0.14881,0.0,0.23594,-0.1184,-0.1392,0.12112,0.0009
0.14881,0.0,0.23594,-0.1184,-0.1392,0.12112,0.00072
0.14881,0.0,0.23594,-0.1184,-0.1392,0.12112,0.0019
0.14881,0.0,0.23594,-0.1184,-0.1392,0.12112,0.0006
0.14881,0.0,0.23594,-0.1184,-0.1392,0.086017,0.0006
0.14881,0.0,0.23594,-0.1184,-0.1392,0.086017,0.0042
0.14881,0.0,0.23594,-0.1184,-0.1392,0.086017,0.0042
0.14881,0.0,0.23594,-0.1184,-0.1392,0.086017,0.0002
0.14881,0.0,0.23594,-0.1184,-0.1392,0.086017,0.0047
0.14881,0.0,0.23594,-0.1184,-0.1392,0.10555999999999999,0.0006
0.14881,0.0,0.23594,-0.1184,-0.1392,0.10555999999999999,0.0008699999999999999
0.14881,0.0,0.23594,-0.1184,-0.1392,0.10555999999999999,0.00023199999999999997
0.14881,0.0,0.23594,-0.1184,-0.1392,0.11033,0.0007
0.14881,0.0,0.23594,-0.1184,-0.1392,0.095653,0.0007
0.14881,0.0,0.23594,-0.1184,-0.1392,0.09829299999999999,0.0007
0.14881,0.0,0.23594,-0.1184,-0.1392,0.09829299999999999,0.0003
0.14881,0.0,0.23594,-0.1184,-0.1392,0.09829299999999999,0.0005
0.14881,0.0,0.23594,-0.1184,-0.1392,0.07799500000000001,0.0005
0.14881,0.0,0.23594,-0.1184,-0.1392,0.01269,0.0005
0.14881,0.0,0.23594,-0.1184,-0.1392,0.01269,0.0003
0.14881,0.0,0.23594,-0.1184,-0.1392,0.01269,4.1e-05
0.14881,0.0,0.23594,-0.1184,-0.1392,0.01269,0.0019
0.14881,0.0,0.23594,-0.1184,-0.1392,0.01269,0.005665
0.14881,0.0,0.23594,-0.1184,-0.1392,0.01269,0.0071
0.14881,0.0,0.23594,-0.1184,-0.1392,0.01269,0.0005
0.14881,0.0,0.23594,-0.1184,-0.1392,0.01269,0.0003
0.14881,0.0,0.23594,-0.1184,-0.1392,0.01269,0.004222
0.14881,0.0,0.23594,-0.1184,-0.1392,0.01269,2e-05
0.14881,0.0,0.23594,-0.1184,-0.1392,0.01269,0.0042
0.14881,0.0,0.23594,-0.1184,-0.1392,0.01269,0.0093
0.14881,0.0,0.23594,-0.1184,-0.1392,0.01269,4.8e-05
0.14881,0.0,0.23594,-0.1184,-0.1392,0.01269,0.0007
0.14881,0.0,0.23594,-0.1184,-0.1392,0.01269,0.0023
0.14881,0.0,0.23594,-0.1184,-0.1392,0.01269,0.0023
0.14881,0.0,0.23594,-0.1184,-0.1392,0.01269,3e-06
0.14881,0.0,0.15958,-0.1184,-0.1392,0.01269,0.0038420000000000004
0.14881,0.0,0.15958,-0.1184,-0.1392,0.01269,0.0084
0.14881,0.0,0.15958,-0.1184,-0.1392,0.01269,0.0002
0.14881,0.0,0.15958,-0.1184,-0.1392,0.01269,3.5e-05
0.14881,0.0,0.15958,-0.1184,-0.1392,0.01269,0.0006
0.14881,0.0,0.15958,-0.1184,-0.1392,0.063329,0.0006
0.14881,0.0,0.15958,-0.1184,-0.1392,0.063329,0.0041
0.14881,0.0,0.15958,-0.1184,-0.1392,0.060971000000000004,0.0041
0.14881,0.0,0.15958,-0.1184,-0.1392,0.060971000000000004,0.0041
0.14881,0.0,0.15958,-0.1184,-0.1392,0.060971000000000004,0.0004
0.14881,0.0,0.15958,-0.1184,-0.1392,0.060971000000000004,0.0044
0.14881,0.0,0.15958,-0.1184,-0.1392,0.002014,0.0044
0.14881,0.0,0.15958,-0.1184,-0.1392,0.002014,0.0006
0.14881,0.0,0.15958,-0.1184,-0.1392,0.08343099999999999,0.0006
0.14881,0.0,0.24359,-0.1184,-0.1392,0.08343099999999999,1.8e-05
0.14881,0.0,0.24359,-0.1184,-0.1392,0.08343099999999999,1.8e-05
0.14881,0.0,0.21906,-0.1184,-0.1392,0.08343099999999999,4.6e-05
0.14881,0.0,0.21616,-0.1184,-0.1392,0.08343099999999999,8e-06
0.14881,0.0,0.21616,-0.1184,-0.1392,0.08343099999999999,7.900000000000001e-05
0.14881,0.0,0.21616,-0.1184,-0.1392,0.08343099999999999,0.0041
0.14881,0.0,0.21616,-0.1184,-0.1392,0.08343099999999999,0.0008
0.14881,0.0,0.21616,-0.1184,-0.1392,0.044,0.0008
0.14881,0.0,0.21616,-0.1184,-0.1392,0.044,0.0012
0.14881,0.0,0.17364,-0.1184,-0.1392,0.044,5.7999999999999994e-05
0.14881,0.0,0.17364,-0.1184,-0.1392,0.044,0.0066
0.14881,0.0,0.17364,-0.1184,-0.1392,0.044,4.8e-05
0.14881,0.0,0.17364,-0.1184,-0.1392,0.044,0.0001
0.14881,0.0,0.17364,-0.1184,-0.1392,0.044,0.0005
0.63361,0.0,0.17364,-0.1184,-0.1392,0.044,0.007069
0.63361,0.0,0.15982,-0.1184,-0.1392,0.044,5e-06
0.63361,0.0,0.16535,-0.1184,-0.1392,0.044,0.00040199999999999996
0.63361,0.0,0.12757,-0.1184,-0.1392,0.044,0.00037400000000000004
0.63361,0.0,0.12757,-0.1184,-0.1392,0.044,0.0069
0.63361,0.0,0.12757,-0.1184,-0.1392,0.044,0.0006
0.63361,0.0,0.12757,-0.1184,-0.1392,0.076939,0.0006
0.63361,0.0,0.12757,-0.1184,-0.1392,0.076588,0.0006
0.63361,0.0,0.12757,-0.1184,-0.1392,0.076588,0.0006
0.63361,0.0,0.12757,-0.1184,-0.1392,0.076588,0.0002
0.63361,0.0,0.12757,-0.1184,-0.1392,0.076588,0.0077
0.63361,0.0,0.12757,-0.1184,-0.1392,0.062949,0.0077
0.63361,0.0,0.12757,-0.1184,-0.1392,0.062949,0.0047
0.63361,0.0,0.12757,-0.1184,-0.1392,0.062949,9.6e-05
0.63361,0.0,0.12757,-0.1184,-0.1392,0.062949,0.0005
0.63361,0.0,0.12757,-0.1184,-0.1392,0.035676,0.0005
0.63361,0.0,0.12757,-0.1184,-0.1392,0.035676,0.0043
0.63361,0.0,0.12757,-0.1184,-0.1392,0.035676,0.0001
0.63361,0.0,0.12757,-0.1184,-0.1392,0.035676,0.0005
0.63361,0.0,0.12757,-0.1184,-0.1392,0.035676,0.0082
0.63361,0.0,0.12757,-0.1184,-0.1392,0.035676,0.0
0.63361,0.0,0.12757,-0.1184,-0.1392,0.033832,0.0
0.63361,0.0,0.12757,-0.1184,-0.1392,0.033832,0.0006
0.63361,0.0,0.12757,-0.1184,-0.1392,0.033832,0.0006
0.63361,0.0,0.15772999999999998,-0.1184,-0.1392,0.033832,0.0009660000000000001
0.63361,0.0,0.15772999999999998,-0.1184,-0.1392,0.033832,0.0003
0.63361,0.0,0.15772999999999998,-0.1184,-0.1392,0.033832,0.0003
0.63361,0.0,0.15772999999999998,-0.1184,-0.1392,0.033832,0.0008
0.63361,0.0,0.15772999999999998,-0.1184,-0.1392,0.033832,0.0002
0.63361,0.0,0.15772999999999998,-0.1184,-0.1392,0.049498,0.0002
0.63361,0.0,0.15772999999999998,-0.1184,-0.1392,0.049498,0.0003
0.63361,0.0,0.15772999999999998,-0.1184,-0.1392,0.049498,0.0004
0.63361,0.0,0.15772999999999998,-0.1184,-0.1392,0.049498,0.0031
0.63361,0.0,0.13669,-0.1184,-0.1392,0.049498,1.6e-05
0.63361,0.0,0.13669,-0.1184,-0.1392,0.049498,0.0005
0.63361,0.0,0.13669,-0.1184,-0.1392,0.049498,0.0
0.63361,0.0,0.13669,-0.1184,-0.1392,0.049498,3.9e-05
0.63361,0.0,0.13669,-0.1184,-0.1392,0.049498,5e-06
0.63361,0.0,0.13669,-0.1184,-0.1392,0.049498,5e-06
0.63361,0.0,0.13669,-0.1184,-0.1392,0.049498,6.7e-05
0.63361,0.0,0.13669,-0.1184,-0.1392,0.049498,7.6e-05
0.63361,0.0,0.13669,-0.1184,-0.1392,0.049498,9.1e-05
0.63361,0.0,0.13669,-0.1184,-0.1392,0.049498,3e-06
0.63361,0.0,0.13669,-0.1184,-0.1392,0.049498,0.0081
0.63361,0.0,0.13669,-0.1184,-0.1392,0.049498,8.9e-05
0.63361,0.0,0.13669,-0.1184,-0.1392,0.049498,0.0
0.63361,0.0,0.14407,-0.1184,-0.1392,0.049498,0.0009369999999999999
0.63361,0.0,0.14407,-0.1184,-0.1392,0.049498,5.3e-05
0.63361,0.0,0.14407,-0.1184,-0.1392,0.049498,0.0
0.63361,0.0,0.14407,-0.1184,-0.1392,0.049498,0.000986
0.63361,0.0,0.14407,-0.1184,-0.1392,0.049498,0.007564
0.63361,0.0,0.14407,-0.1184,-0.1392,0.049498,9.1e-05
0.63361,0.0,0.15447,-0.1184,-0.1392,0.049498,0.0
0.63361,0.0,0.15447,-0.1184,-0.1392,0.049498,0.0086
0.63361,0.0,0.15447,-0.1184,-0.1392,0.049498,5.6999999999999996e-05
0.63361,0.0,0.15447,-0.1184,-0.1392,0.049498,5.3e-05
0.63361,0.0,0.15447,-0.1184,-0.1392,0.049498,0.000436
0.63361,0.0,0.15447,-0.1184,-0.1392,0.049498,0.0002
0.63361,0.0,0.15447,-0.1184,-0.1392,0.042851,0.0002
0.63361,0.0,0.15447,-0.1184,-0.1392,0.042851,0.0066
0.63361,0.0,0.15447,-0.1184,-0.1392,0.042851,0.0003
0.63361,0.0,0.15447,-0.1184,-0.1392,0.042851,0.0004
0.63361,0.0,0.15447,-0.1184,-0.1392,0.042851,0.0038
0.63361,0.0,0.15447,-0.1184,-0.1392,0.042851,0.0048
0.63361,0.0,0.15447,-0.1184,-0.1392,0.042851,0.0003
0.63361,0.0,0.15447,-0.1184,-0.1392,0.042851,0.0007
0.63361,0.0,0.15447,-0.1184,-0.1392,0.042851,0.0005
0.63361,0.0,0.15447,-0.1184,-0.1392,0.042851,0.0002
0.63361,0.0,0.15447,-0.1184,-0.1392,0.042851,0.0045
0.63361,0.0,0.15447,-0.1184,-0.1392,0.042851,0.0008
0.63361,0.0,0.15447,-0.1184,-0.1392,0.042851,0.0009
0.63361,0.0,0.15447,-0.1184,-0.1392,0.042851,2.5e-05
0.63361,0.0,0.15447,-0.1184,-0.1392,0.042851,9.7e-05
0.63361,0.0,0.15447,-0.1184,-0.1392,0.042851,5.6000000000000006e-05
0.63361,0.0,0.15447,-0.1184,-0.1392,0.042851,0.0008990000000000001
0.63361,0.0,0.15447,-0.1184,-0.1392,0.042851,1.1e-05
0.63361,0.0,0.15447,-0.1184,-0.1392,0.042851,0.0
