Dayl,Prcp,Srad,Swe,Tmax,Tmin,Vp
0.22606,0.0,0.32597000000000004,0.0,-0.1328,0.097354,0.14462
0.92284,0.0,0.32597000000000004,0.0,-0.1328,0.097354,0.032818
0.91364,0.0,0.32597000000000004,0.0,-0.1328,0.097354,0.03335
0.90855,0.0,0.31531,0.0,-0.1328,0.097354,0.03253
0.90855,0.0,0.31531,0.0,-0.1328,0.097354,0.0002
0.90855,0.0,0.31531,0.0,-0.1328,0.097354,0.0001
0.90855,0.0,0.31531,0.0,-0.1328,0.097354,2.4e-05
0.90855,0.0,0.31531,0.0,-0.1328,0.097354,0.000712
0.90855,0.0,0.31531,0.0,-0.1328,0.097354,0.0002
0.90855,0.0,0.31531,0.0,-0.1328,0.097354,1.2e-05
0.90855,0.0,0.31531,0.0,-0.1328,0.097354,0.0032
0.90855,0.0,0.31531,0.0,-0.1328,0.097354,0.0008179999999999999
0.90855,0.0,0.31531,0.0,-0.1328,0.097354,0.005458
0.90855,0.0,0.31531,0.0,-0.1328,0.097354,0.000337
0.90855,0.0,0.31531,0.0,-0.1328,0.097354,0.000621
0.90855,0.0,0.31531,0.0,-0.1328,0.097354,0.0065
0.90855,0.0,0.31531,0.0,-0.1328,0.097354,6e-06
0.90855,0.0,0.31531,0.0,-0.1328,0.097354,0.00036899999999999997
0.90855,0.0,0.31531,0.0,-0.1328,0.097354,0.0049
0.90855,0.0,0.31531,0.0,-0.1328,0.097354,0.007338
0.90855,0.0,0.31531,0.0,-0.1328,0.097354,1.2e-05
0.90855,0.0,0.31531,0.0,-0.1328,0.097354,4.1e-05
0.90855,0.0,0.31531,0.0,-0.1328,0.097354,0.0014039999999999999
0.90855,0.0,0.31531,0.0,-0.1328,0.097354,0.000974
0.90855,0.0,0.31531,0.0,-0.1328,0.097354,8.9e-05
0.90855,0.0,0.31531,0.0,-0.1328,0.097354,0.0008869999999999999
0.90855,0.0,0.31531,0.0,-0.1328,0.097354,0.000558
0.90855,0.0,0.31531,0.0,-0.1328,0.097354,0.00041900000000000005
0.90855,0.0,0.31531,0.0,-0.1328,0.097354,0.0009429999999999999
0.90855,0.0,0.31531,0.0,-0.1328,0.097354,0.002971
0.90855,0.0,0.20024,0.0,-0.1328,0.097354,0.056500999999999996
0.90855,0.0,0.20024,0.0,-0.1328,0.097354,0.005478
0.90855,0.0,0.20024,0.0,-0.1328,0.097354,0.00054
0.90855,0.0,0.20024,0.0,-0.1328,0.097354,5.4000000000000005e-05
0.90855,0.0,0.20024,0.0,-0.1328,0.097354,0.00037999999999999997
0.90855,0.0,0.20024,0.0,-0.1328,0.097354,6.9e-05
0.90855,0.0,0.20024,0.0,-0.1328,0.097354,0.000587
0.90855,0.0,0.20024,0.0,-0.1328,0.097354,0.0015
0.90855,0.0,0.20024,0.0,-0.1328,0.097354,3.4e-05
0.90855,0.0,0.20024,0.0,-0.1328,0.097354,0.002933
0.90855,0.0,0.20024,0.0,-0.1328,0.097354,0.005139
0.90855,0.0,0.20024,0.0,-0.1328,0.097354,0.000735
0.90855,0.0,0.20024,0.0,-0.1328,0.097354,0.000384
0.90855,0.0,0.20024,0.0,-0.1328,0.097354,0.000384
0.90855,0.0,0.20024,0.0,-0.1328,0.009932,0.000384
0.90855,0.0,0.20024,0.0,-0.1328,0.009932,0.000384
0.90855,0.0,0.20024,0.0,-0.1328,0.009932,0.0092
0.90855,0.0,0.20024,0.0,-0.1328,0.009932,7e-05
0.90855,0.0,0.20024,0.0,-0.1328,0.009932,0.00045700000000000005
0.90855,0.0,0.20024,0.0,-0.1328,0.009932,0.0009
0.90855,0.0,0.20024,0.0,-0.1328,0.009932,0.000227
0.90855,0.0,0.20024,0.0,-0.1328,0.009932,0.0051
0.90855,0.0,0.20024,0.0,-0.1328,0.009932,0.0005
0.90855,0.0,0.20024,0.0,-0.1328,0.064694,0.0005
0.90855,0.0,0.20024,0.0,-0.1328,0.087947,0.0005
0.90855,0.0,0.20024,0.0,-0.1328,0.087947,0.0009
0.90855,0.0,0.20024,0.0,-0.1328,0.09099299999999999,0.0009
0.90855,0.0,0.20024,0.0,-0.1328,0.09462899999999999,0.0009
0.90855,0.0,0.20024,0.0,-0.1328,0.1034,0.0001
0.90855,0.0,0.20024,0.0,-0.1328,0.1034,1.4000000000000001e-05
0.90855,0.0,0.20024,0.0,-0.1328,0.1034,0.0002
0.90855,0.0,0.20024,0.0,-0.1328,0.1034,0.0003
0.90855,0.0,0.18077000000000001,0.0,-0.1328,0.1034,0.007137
0.90855,0.0,0.18077000000000001,0.0,-0.1328,0.1034,7.2e-05
0.90855,0.0,0.18077000000000001,0.0,-0.1328,0.1034,0.0068
0.90855,0.0,0.18077000000000001,0.0,-0.1328,0.1034,0.0068
0.90855,0.0,0.18077000000000001,0.0,-0.1328,0.1034,0.0006
0.90855,0.0,0.18077000000000001,0.0,-0.1328,0.1034,6.2e-05
0.90855,0.0,0.18077000000000001,0.0,-0.1328,0.1034,9.2e-05
0.90855,0.0,0.18077000000000001,0.0,-0.1328,0.1034,0.0004
0.90855,0.0,0.18077000000000001,0.0,-0.1328,0.1034,0.0054
0.90855,0.0,0.18077000000000001,0.0,-0.1328,0.1034,0.0096
0.90855,0.0,0.18077000000000001,0.0,-0.1328,0.1034,0.0094
0.90855,0.0,0.18077000000000001,0.0,-0.1328,0.1034,0.0002
0.90855,0.0,0.18077000000000001,0.0,-0.1328,0.064157,0.0002
0.90855,0.0,0.18077000000000001,0.0,-0.1328,0.044199,0.0002
0.90855,0.0,0.18077000000000001,0.0,-0.1328,0.044199,0.0003
0.90855,0.0,0.18077000000000001,0.0,-0.1328,0.044199,0.0057
0.90855,0.0,0.18077000000000001,0.0,-0.1328,0.079327,0.0057
0.90855,0.0,0.18077000000000001,0.0,-0.1328,0.079327,0.0009
0.90855,0.0,0.18077000000000001,0.0,-0.1328,0.079327,0.0005
0.90855,0.0,0.18077000000000001,0.0,-0.1328,0.079327,0.0042
0.90855,0.0,0.13819,0.0,-0.1328,0.079327,0.0006580000000000001
0.90855,0.0,0.13819,0.0,-0.1328,0.079327,0.0006
0.90855,0.0,0.13819,0.0,-0.1328,0.079327,0.0054
0.90855,0.0,0.13819,0.0,-0.1328,0.079327,0.0007
0.90855,0.0,0.15715,0.0,-0.1328,0.079327,0.00048300000000000003
0.90855,0.0,0.15715,0.0,-0.1328,0.079327,3.5e-05
0.90855,0.0,0.15715,0.0,-0.1328,0.079327,0.0035
0.90855,0.0,0.15715,0.0,-0.1328,0.066758,0.0035
0.90855,0.0,0.15715,0.0,-0.1328,0.066758,0.0003
0.90855,0.0,0.15715,0.0,-0.1328,0.066758,0.0082
0.90855,0.0,0.15715,0.0,-0.1328,0.066758,0.0005
0.90855,0.0,0.15715,0.0,-0.1328,0.066758,0.0037
0.90855,0.0,0.15715,0.0,-0.1328,0.066758,0.0002
0.90855,0.0,0.15715,0.0,-0.1328,0.066758,0.0067
0.90855,0.0,0.15715,0.0,-0.1328,0.066758,0.0067
0.90855,0.0,0.15715,0.0,-0.1328,0.066758,0.0003
0.90855,0.0,0.15715,0.0,-0.1328,0.066758,0.0025
0.90855,0.0,0.15715,0.0,-0.1328,0.066758,0.0025
0.90855,0.0,0.15715,0.0,-0.1328,0.066758,4.3e-05
0.90855,0.0,0.15715,0.0,-0.1328,0.066758,8.2e-05
0.90855,0.0,0.15715,0.0,-0.1328,0.066758,0.0056
0.90855,0.0,0.15715,0.0,-0.1328,0.066758,0.0008
0.90855,0.0,0.15715,0.0,-0.1328,0.066758,0.0012
0.90855,0.0,0.15715,0.0,-0.1328,0.066758,1.2e-05
0.90855,0.0,0.15715,0.0,-0.1328,0.066758,9e-05
0.90855,0.0,0.15715,0.0,-0.1328,0.066758,0.0038
0.90855,0.0,0.15715,0.0,-0.1328,0.066758,0.0007
