Discharge,Dayl,Prcp,Srad,Swe,Tmax,Tmin,Vp
0.017,0.32140799999999997,0.0,0.23307,0.0,0.0371,-0.09,0.032
0.017,0.32140799999999997,0.0,0.23451,0.0,0.0748,-0.0555,0.040037
0.021,0.32140799999999997,0.0507,0.17703,0.0,0.1261,-0.011200000000000002,0.056
0.028,0.32140799999999997,0.1409,0.16637000000000002,0.0,0.1259,0.0045000000000000005,0.06312999999999999
0.056,0.32271669999999997,0.1512,0.19129,0.0,0.0969,-0.0583,0.039861
0.062,0.32486400000000004,0.0,0.22440000000000002,0.0,-0.009399999999999999,-0.12050000000000001,0.024
0.048,0.32486400000000004,0.0,0.22905,0.0,0.009399999999999999,-0.105,0.028
0.036,0.32486400000000004,0.0,0.17812999999999998,0.0,0.0204,-0.059699999999999996,0.04
0.032,0.32486400000000004,0.0,0.19612000000000002,0.0,0.0354,-0.055,0.04
0.03,0.3261726,0.0,0.19831000000000001,0.0,0.062400000000000004,-0.03,0.048
0.036,0.32832,0.18239999999999998,0.10665000000000001,0.0,0.067,0.005,0.063945
0.05,0.32832,0.011000000000000001,0.15552000000000002,0.0,0.056799999999999996,-0.0151,0.055942
0.065,0.32832,0.0,0.18046,0.0,-0.0060999999999999995,-0.0839,0.031944
0.06,0.3284136,0.0684,0.17937,0.0,-0.07440000000000001,-0.18600000000000003,0.014697
0.038,0.33177589999999996,0.0,0.21863,0.0,-0.1032,-0.1985,0.012
0.028,0.33177589999999996,0.01,0.28041000000000005,0.0,-0.0359,-0.185,0.016
0.024,0.33177589999999996,0.0,0.30523,0.0,-0.0139,-0.21489999999999998,0.011913
0.021,0.33483050000000003,0.0,0.20195,0.0,-0.1437,-0.22579999999999997,0.010763
0.02,0.335232,0.0,0.25792000000000004,0.0,-0.0933,-0.2102,0.012
0.017,0.335232,0.0,0.23259,0.0,-0.08990000000000001,-0.18760000000000002,0.013895
0.016,0.33654069999999997,0.0277,0.17345,0.0,-0.09359999999999999,-0.1795,0.015788999999999997
0.014,0.3386879,0.0,0.233,0.0,-0.1249,-0.2195,0.011968000000000001
0.013,0.3386879,0.0,0.2591,0.0,-0.1097,-0.2194,0.012
0.013,0.3399968,0.0,0.28475,0.0,-0.05,-0.1793,0.016
0.015,0.34214410000000006,0.0,0.26573,0.0,-0.0116,-0.12480000000000001,0.024
0.015,0.34214410000000006,0.24789999999999998,0.13652,0.0,-0.0305,-0.0967,0.028345
0.015,0.34519849999999996,0.0,0.24325,0.0,-0.062400000000000004,-0.155,0.02
0.016,0.3456,0.0,0.22678,0.0,-0.1124,-0.195,0.012
