Discharge,Dayl,Prcp,Srad,Swe,Tmax,Tmin,Vp
0.0038,0.3283082,0.0,0.24527000000000002,0.0,0.0633,-0.0611,0.038505000000000005
0.0038,0.32832,0.0,0.24588,0.0,0.115,-0.015,0.055986
0.0052,0.32832,0.0,0.19905,0.0,0.1535,0.06,0.092
0.005900000000000001,0.32832,0.0682,0.13202,0.0,0.145,0.0663,0.097059
0.03,0.32832,0.2318,0.18359,0.0,0.1091,-0.0196,0.052315
0.016,0.32832,0.0,0.24317,0.0,0.0375,-0.0808,0.032969
0.011,0.3287942,0.0,0.24246,0.0,0.0731,-0.0462,0.043813
0.0089,0.33177599999999996,0.0,0.20163999999999999,0.0,0.0535,-0.033,0.048
0.0076,0.33177599999999996,0.0,0.21606999999999998,0.0,0.0843,-0.0148,0.055014999999999994
0.011,0.33177599999999996,0.11560000000000001,0.13444,0.0,0.1114,0.0288,0.07523400000000001
0.02,0.33177599999999996,0.1124,0.14993,0.0,0.11560000000000001,0.0371,0.08
0.013,0.3322502,0.0,0.17037,0.0,0.0802,0.0053,0.064
0.0095,0.335232,0.0336,0.15319999999999998,0.0,0.030899999999999997,-0.055,0.04
0.0074,0.335232,0.026000000000000002,0.18618,0.0,-0.045,-0.1384,0.020276
0.0067,0.335232,0.0,0.19741,0.0,-0.0622,-0.1434,0.02
0.0063,0.3357062,0.0,0.27411,0.0,0.0365,-0.1202,0.024
0.005900000000000001,0.33868800000000004,0.0,0.28344,0.0,0.005,-0.1637,0.01609
0.0056,0.33868800000000004,0.0,0.21076,0.0,-0.0834,-0.1689,0.016
0.0054,0.33868800000000004,0.0,0.22328,0.0,-0.053399999999999996,-0.1458,0.02
0.0050999999999999995,0.342144,0.029300000000000003,0.17648,0.0,-0.044000000000000004,-0.1334,0.021685
0.005,0.342144,0.019299999999999998,0.22087,0.0,-0.051500000000000004,-0.1341,0.020755000000000003
0.004900000000000001,0.342144,0.0,0.20135,0.0,-0.087,-0.1585,0.017338
0.0048,0.3426182,0.0,0.24380000000000002,0.0,-0.056900000000000006,-0.1492,0.019986
0.0047,0.3456,0.0,0.22576,0.0,0.0005,-0.0825,0.032466
0.0046,0.3456,0.1201,0.12167,0.0,0.005,-0.05,0.043015
0.0045,0.3460742,0.13140000000000002,0.12863999999999998,0.0,-0.0036,-0.060599999999999994,0.039539
0.0044,0.349056,0.0,0.24105000000000001,0.0,-0.035,-0.1202,0.024
0.0043,0.349056,0.0,0.2703,0.0,-0.0542,-0.1533,0.02
0.004200000000000001,0.3525002,0.0,0.2939,0.0,-0.009300000000000001,-0.1244,0.024
0.004200000000000001,0.352512,0.0,0.32673,0.0,0.025,-0.1222,0.024
0.0062,0.352512,0.1631,0.19524,0.0,0.0453,-0.046900000000000004,0.043364
0.0079,0.355968,0.0,0.20193,0.0,0.0231,-0.0404,0.045269
0.0066,0.355968,0.0,0.26077,0.0,0.01,-0.0765,0.034454000000000005
0.0058,0.355968,0.0,0.23746,0.0,-0.0169,-0.0911,0.030499000000000002
0.0052,0.359424,0.027200000000000002,0.14017,0.0,-0.005,-0.0537,0.041568
0.0048,0.359424,0.0,0.21577000000000002,0.0,0.0066,-0.0555,0.04055
0.0046,0.36288,0.0,0.22191,0.0,0.0131,-0.0496,0.043364
0.0044,0.36288,0.0,0.30231,0.0,0.0436,-0.053,0.041673
0.0043,0.36288,0.0,0.34275,0.0,0.015,-0.1065,0.027791000000000003
0.0043,0.366336,0.0,0.35887,0.0,0.0473,-0.0915,0.030454000000000002
0.0045,0.366336,0.0,0.34307,0.0,0.085,-0.039599999999999996,0.044995
0.0052,0.36979199999999995,0.0,0.30012,0.0,0.0801,-0.0152,0.055876999999999996
0.0057,0.36979199999999995,0.0,0.34196,0.0,0.04,-0.0768,0.034499
0.0050999999999999995,0.37026620000000005,0.0,0.36648000000000003,0.0,0.03,-0.1058,0.027877
0.041,0.373248,0.22,0.23717,0.0,0.0964,-0.006500000000000001,0.058846
0.028,0.373248,0.08220000000000001,0.27588999999999997,0.0,0.07429999999999999,-0.0236,0.051877
