Dayl,Prcp,Srad,Swe,Tmax,Tmin,Vp
0.92801,0.0,0.21884,0.0,0.0,0.10015,0.16151
0.92801,0.0,0.21884,0.0,0.0,0.10015,0.001702
0.92801,0.0,0.21884,0.0,0.0,0.10015,1e-06
0.92801,0.0,0.21884,0.0,0.0,0.10015,5e-06
0.92801,0.0,0.21884,0.0,0.0,0.10015,0.0001
0.92801,0.0,0.21884,0.0,0.0,0.10015,0.0024
0.92801,0.0,0.21884,0.0,0.0,0.10015,0.0007
0.92801,0.0,0.21884,0.0,0.0,0.10015,3.7e-05
0.92801,0.0,0.21884,0.0,0.0,0.10015,0.0018
0.92801,0.0,0.21884,0.0,0.0,0.10015,0.008129
0.20002,0.0,0.21884,0.0,0.0,0.10015,0.009838
0.20002,0.0,0.21884,0.0,0.0,0.10015,0.0005
0.20002,0.0,0.21884,0.0,0.0,0.10015,0.0089
0.20002,0.0,0.21884,0.0,0.0,0.10015,9.9e-05
0.20002,0.0,0.21884,0.0,0.0,0.10015,0.0017
0.20002,0.0,0.21884,0.0,0.0,0.10015,0.0077
0.20002,0.0,0.21884,0.0,0.0,0.094763,0.0077
0.20002,0.0,0.21884,0.0,0.0,0.094763,7.7e-05
0.20002,0.0,0.21884,0.0,0.0,0.094763,0.0006
0.20002,0.0,0.28452,0.0,0.0,0.094763,0.00045099999999999996
0.47199,0.0,0.12411,0.0,0.0,0.094763,0.035244
0.47199,0.0,0.12411,0.0,0.0,0.094763,0.0099
0.47199,0.0,0.12411,0.0,0.0,0.094763,5.4000000000000005e-05
0.47199,0.0,0.12411,0.0,0.0,0.094763,0.0082
0.47199,0.0,0.12411,0.0,0.0,0.094763,0.0082
0.47199,0.0,0.12411,0.0,0.0,0.094763,0.0005
0.47199,0.0,0.12411,0.0,0.0,0.094763,0.0019
0.47199,0.0,0.12411,0.0,0.0,0.094763,0.0067
0.47199,0.0,0.12411,0.0,0.0,0.094763,0.0008
0.47199,0.0,0.12411,0.0,0.0,0.06762,0.0008
0.47199,0.0,0.12411,0.0,0.0,0.06762,0.0029
0.47199,0.0,0.12411,0.0,0.0,0.06762,0.0002
0.47199,0.0,0.12411,0.0,0.0,0.06762,0.0003
0.47199,0.0,0.12411,0.0,0.0,0.08307200000000001,0.0003
0.47199,0.0,0.12411,0.0,0.0,0.08307200000000001,0.0043
0.47199,0.0,0.12411,0.0,0.0,0.08307200000000001,0.0001
0.47199,0.0,0.12411,0.0,0.0,0.08307200000000001,0.0001
0.47199,0.0,0.12411,0.0,0.0,0.08307200000000001,4.9e-05
0.47199,0.0,0.12411,0.0,0.0,0.08307200000000001,2.9999999999999997e-05
0.47199,0.0,0.12411,0.0,0.0,0.08307200000000001,0.0004
0.47199,0.0,0.11828,0.0,0.0,0.08307200000000001,0.0008
0.47199,0.0,0.11828,0.0,0.0,0.08307200000000001,0.0002
0.47199,0.0,0.11828,0.0,0.0,0.08307200000000001,0.0008
0.47199,0.0,0.11828,0.0,0.0,0.08307200000000001,0.0002
0.47199,0.0,0.11828,0.0,0.0,0.08307200000000001,0.0009
0.47199,0.0,0.11828,0.0,0.0,0.08307200000000001,0.0008
0.47199,0.0,0.11828,0.0,0.0,0.08,0.0008
0.47199,0.0,0.11828,0.0,0.0,0.08,0.0004
0.47199,0.0,0.11828,0.0,0.0,0.08,0.0008
0.47199,0.0,0.11828,0.0,0.0,0.08,7.900000000000001e-05
0.47199,0.0,0.11828,0.0,0.0,0.08,0.0025
