Discharge,Dayl,Prcp,Srad,Swe,Tmax,Tmin,Vp,Date
-0.1740605155888149,-1.416883004119982,-0.5627799419027996,-0.8152116520905349,0,-1.5147754436965362,-1.7535149233064586,-1.2096794442666063,2000-01-01
-0.217477532687274,-1.408108328458141,0.21252680723157172,-1.2176576526913754,0,-0.8383815986580803,-0.8832039001448386,-0.9163432917018074,2000-01-02
-0.22988239471540514,-1.3981914968502431,0.8962772317194218,-1.2604474480335637,0,-0.6087875950919132,-0.5588538407811913,-0.7574731947615805,2000-01-03
-0.24352774294634943,-1.3912068158264546,0.2378508970274181,-1.1046149194535035,0,-0.5823595083504839,-0.857731382393767,-0.9091556548590559,2000-01-04
-0.2503504170618216,-1.390646081496408,0.10149041351132261,-1.020353004800734,0,-0.6030064511172256,-0.8832039001448386,-0.9141382349712877,2000-01-05
-0.2720589256110511,-1.3827576927173983,-0.5627799419027996,-0.7079944339397681,0,-1.395023175649435,-1.733136909105601,-1.1859538819449575,2000-01-06
-0.2931471910588741,-1.3704770664871087,-0.2842149541484903,-0.9215966538002865,0,-1.0398957600614787,-1.0801913707531272,-0.9976759611082815,2000-01-07
-0.303071080681379,-1.3557771166036847,-0.20239866403883297,-1.1051003790440956,0,-1.1373493299204993,-0.9214126767714464,-0.9300400863933043,2000-01-08
-0.32539983233201514,-1.3530910358420811,-0.030974056190027285,-1.178890236814093,0,-1.0853190341483103,-0.8967892429454103,-0.9271777531373414,2000-01-09
-0.3365642081573332,-1.348722752090337,-0.5627799419027996,-0.7473166607777271,0,-0.8259934329980352,-0.9944338943245189,-0.9622890410771539,2000-01-10
-0.34276663917139877,-1.3328479821251256,2.072873403772588,-1.2580895014506879,0,-0.7343210071137024,-0.5775336871319772,-0.7616288785998675,2000-01-11
-0.34586785467843156,-1.3159486471024884,-0.5627799419027996,-1.0790936152623767,0,-0.747535050484417,-0.47988903575286856,-0.7041913912635437,2000-01-12
-0.38866462867548407,-1.3153879127724413,-0.5627799419027996,-0.8813035077811432,0,-1.4404464497362663,-1.3510491428395242,-1.0790298329833183,2000-01-13
-0.4221577561514382,-1.3039979286430805,-0.5627799419027996,-1.0472613363935526,0,-2.051595955631819,-1.807856294508745,-1.2164006268009786,2000-01-14
-0.42339824235425133,-1.2805211254887667,-0.5627799419027996,-0.8968382146800901,0,-2.241547829085842,-2.1262627663971427,-1.2410803002079482,2000-01-15
-0.425258971658471,-1.2778317783135902,1.1923742816400862,-0.7660415307005649,0,-1.942580097823423,-2.298626803179395,-1.3012105010517336,2000-01-16
-0.43456261817956937,-1.2663655778675242,1.1125059984378016,-1.291378159091288,0,-1.658478165353058,-1.394352423016346,-1.1119784691297365,2000-01-17
-0.44076504919363496,-1.2428909523222589,-0.5627799419027996,-0.8371266850372634,0,-1.9211072773460116,-1.8036108748835662,-1.2063506567022642,2000-01-18
-0.44696748020770055,-1.2401253888303774,-0.5627799419027996,-0.5235891408848593,0,-1.9665305514328433,-2.210322074975679,-1.2783754424097178,2000-01-19
-0.45316991122176614,-1.2244966886876716,-0.5627799419027996,-0.3405015238615577,0,-1.7807080665321686,-2.4115549652091466,-1.3012105010517336,2000-01-20
-0.4593723422358317,-1.203060305212014,0.32356320095182084,-0.8204130048468787,0,-1.8104396641162765,-1.9105954494380681,-1.2163158169267279,2000-01-21
-0.46557477324989727,-1.2015359788779056,0.4599236844679163,-1.4273761958271574,0,-2.095367474297311,-1.6635120272526713,-1.158051433316459,2000-01-22
-0.47177720426396286,-1.1776650284857724,-0.5627799419027996,-0.7269967093429439,0,-2.071417020687891,-1.9708804081156048,-1.2164006268009786,2000-01-23
-0.48108085078506124,-1.1649434364231162,-0.08551824959646542,-0.8300528452886358,0,-1.6923391514905144,-1.7220988180801364,-1.18960070653774,2000-01-24
-0.48418206629209404,-1.1534794135860986,0.81835695542451,-0.8016187835539564,0,-1.3215200593998346,-1.5845472222243489,-1.132099611795728,2000-01-25
-0.48728328179912683,-1.1273187072792297,1.6832720222980297,-0.9215966538002865,0,-1.0101641624773707,-1.0216045799256621,-0.9731871099183759,2000-01-26
-0.4934857128131924,-1.1229515123320106,0.08201034443759467,-0.9127196784294598,0,-1.281052051577021,-1.205855791658415,-1.0455723375913952,2000-01-27
-0.49968814382725796,-1.092371348460753,-0.11863436702180297,-0.9991314855548514,0,-1.7484988358160516,-1.459731885244097,-1.131293917990346,2000-01-28
-0.5027893593342908,-1.089609051382444,-0.5627799419027996,-0.7027237298133395,0,-1.5552434515193498,-1.3612381499399526,-1.0974759806328573,2000-01-29
-0.5089917903483564,-1.064779953008871,-0.5627799419027996,-0.13508276567102023,0,-1.0407216377721482,-1.4639773048692755,-1.1315907525502236,2000-01-30
-0.5120930058553892,-1.0520583609462149,0.6975805271673969,-0.4110318672375797,0,-0.8276451884193745,-1.2508572396853084,-1.0467808782994685,2000-01-31
-0.515194221362422,-1.0318142184247348,1.258606516490761,-1.1349908195505514,0,-0.9473974564664761,-0.6284787226341207,-0.7923512555472035,2000-02-01
