Discharge,Dayl,Prcp,Srad,Swe,Tmax,Tmin,Vp
27.0,32486.4,0.0,230.72,0.0,5.35,-6.99,360.0
29.0,32486.4,0.0,228.46,0.0,9.36,-3.0,480.0
35.0,32486.4,4.36,157.28,0.0,13.92,3.39,784.61
43.0,32486.4,6.92,152.48,0.0,15.23,4.38,832.95
164.0,32690.39,27.58,179.55,0.0,9.85,-3.96,452.45
78.0,32832.0,0.0,232.47,0.0,1.78,-10.4,278.65
56.0,32832.0,0.0,226.85,0.0,4.56,-7.13,360.0
46.0,32832.0,0.0,183.66,0.0,3.77,-4.68,440.0
40.0,32832.0,0.0,205.89,0.0,7.5,-2.49,518.34
62.0,32871.69,6.18,142.53,0.0,9.6,0.58,638.76
118.0,33177.6,21.05,126.07,0.0,10.3,2.25,719.75
70.0,33177.6,0.0,158.18,0.0,7.32,0.02,603.61
56.0,33177.6,2.35,167.51,0.0,1.67,-6.67,360.78
47.0,33177.6,7.48,171.95,0.0,-6.31,-16.73,160.78
41.0,33523.2,0.0,232.84,0.0,-8.13,-18.62,147.26
38.0,33523.2,0.0,281.07,0.0,0.05,-15.62,188.96
36.0,33523.2,0.0,290.26,0.0,-0.6,-17.55,160.0
34.0,33562.88,0.0,221.25,0.0,-10.05,-19.37,122.17
32.0,33868.8,0.0,251.88,0.0,-7.18,-18.52,149.05
30.0,33868.8,0.0,232.98,0.0,-6.31,-16.17,160.78
29.0,33868.8,2.77,176.73,0.0,-7.68,-16.14,167.22
28.0,34214.4,0.0,220.87,0.0,-10.38,-19.2,128.62
27.0,34214.4,0.0,245.85,0.0,-7.99,-18.22,156.01
26.0,34214.4,0.0,253.8,0.0,-2.41,-13.14,224.8
30.0,34560.0,0.62,194.67,0.0,0.32,-7.09,359.63
29.0,34560.0,14.91,131.75,0.0,-1.54,-7.92,332.59
28.0,34560.0,0.0,240.36,0.0,-4.94,-14.18,200.0
27.0,34905.61,0.0,260.37,0.0,-7.72,-17.89,160.0
26.0,34905.61,0.0,304.43,0.0,-2.47,-15.99,165.06
26.0,34905.61,0.0,330.5,0.0,3.0,-14.05,200.0
32.0,35251.2,11.4,220.68,0.0,3.93,-8.26,320.08
