Discharge,Dayl,Prcp,Srad,Swe,Tmax,Tmin,Vp
76.0,31449.22,0.0,211.65,0.0,-6.55,-19.72,120.0
71.0,31449.61,0.0,201.12,0.0,2.15,-9.98,280.0
82.0,31449.61,8.32,171.29,0.0,9.58,-6.54,369.23
126.0,31449.61,14.55,145.17,0.0,7.99,-3.57,468.53
437.0,31449.61,10.57,179.72,0.0,6.9,-10.31,278.12
395.0,31655.66,0.0,162.81,0.0,-8.75,-17.22,160.0
210.0,31795.19,0.0,194.85,0.0,-3.08,-13.72,211.81
152.0,31795.19,4.77,138.2,0.0,-0.33,-10.18,283.36
121.0,31795.19,0.0,158.28,0.0,-1.86,-9.9,280.0
113.0,31795.19,0.0,154.65,0.0,1.41,-6.41,375.13
136.0,32095.41,18.68,83.13,0.0,2.29,-3.18,484.65
160.0,32140.8,5.87,165.24,0.0,5.19,-7.39,350.53
112.0,32140.8,0.24,180.63,0.0,-5.12,-14.14,206.81
72.0,32140.8,0.0,217.56,0.0,-11.94,-23.2,95.76
67.0,32486.39,0.0,164.78,0.0,-18.33,-26.05,79.01
65.0,32486.39,5.07,184.84,0.0,-11.01,-24.77,80.0
64.0,32486.39,8.88,214.45,0.0,-5.51,-26.43,78.14
63.0,32786.61,0.0,191.15,0.0,-22.5,-31.42,40.0
61.0,32832.0,0.0,267.11,0.0,-16.55,-31.43,40.0
59.0,32832.0,0.0,281.11,0.0,-12.49,-29.0,40.0
58.0,33132.2,1.08,256.54,0.0,-10.46,-23.5,80.0
56.0,33177.6,1.11,202.08,0.0,-16.88,-25.79,79.35
55.0,33177.6,0.0,262.36,0.0,-17.6,-30.8,40.0
52.0,33523.21,0.0,295.09,0.0,-9.35,-26.52,80.0
50.0,33523.21,0.0,286.26,0.0,-2.29,-17.65,154.61
51.0,33523.21,13.78,123.74,0.0,-6.77,-13.5,215.56
51.0,33868.8,2.51,234.66,0.0,-7.18,-19.4,126.37
49.0,33868.8,0.0,129.73,0.0,-16.19,-21.16,119.33
48.0,34214.0,0.0,208.53,0.0,-15.75,-24.2,80.0
47.0,34214.39,0.0,320.23,0.0,-6.93,-24.24,80.0
50.0,34214.39,6.62,251.1,0.0,1.93,-18.92,132.62
53.0,34560.0,4.93,132.09,0.0,-1.21,-7.92,336.31
51.0,34560.0,2.41,287.18,0.0,-2.78,-17.58,154.3
49.0,34905.61,0.63,250.47,0.0,-14.38,-24.39,80.0
47.0,34905.61,0.0,347.34,0.0,-7.04,-25.06,80.0
45.0,35250.81,0.0,365.03,0.0,-4.71,-27.11,80.0
44.0,35251.2,3.22,264.36,0.0,-4.87,-23.02,83.89
43.0,35457.27,0.0,316.44,0.0,-5.58,-19.61,120.0
43.0,35596.81,2.2,358.12,0.0,-3.49,-27.96,73.97
42.0,35596.81,0.0,353.93,0.0,-4.94,-22.9,89.38
