Discharge,Dayl,Prcp,Srad,Swe,Tmax,Tmin,Vp
18.0,32486.4,0.0,213.44,0.0,2.1,-8.32,320.0
22.0,32486.4,0.0,232.75,0.0,6.52,-5.77,399.51
27.0,32486.4,1.73,182.23,0.0,12.06,3.33,785.98
33.0,32486.4,5.0,155.02,0.0,12.96,2.46,723.15
53.0,32486.4,12.93,189.58,0.0,9.7,-5.35,411.78
34.0,32557.99,0.0,223.38,0.0,-1.43,-12.23,240.22
30.0,32832.0,0.0,236.75,0.0,1.21,-10.74,272.47
26.0,32832.0,0.0,191.77,0.0,2.63,-5.93,398.63
23.0,32832.0,0.0,201.04,0.0,2.91,-6.17,384.02
40.0,32832.0,8.89,141.94,0.0,5.87,-2.57,507.21
87.0,32903.59,22.08,99.61,0.0,6.51,0.93,641.86
58.0,33177.6,0.0,178.74,0.0,6.16,-1.62,549.57
41.0,33177.6,2.93,123.45,0.0,-0.21,-6.83,360.0
33.0,33177.6,8.66,198.67,0.0,-6.01,-19.37,123.74
28.0,33177.6,0.0,213.91,0.0,-10.58,-19.55,120.0
23.0,33523.2,0.0,285.74,0.0,-3.29,-19.0,133.3
21.0,33523.2,0.0,305.66,0.0,-0.17,-21.84,119.07
19.0,33523.2,0.0,192.45,0.0,-15.35,-22.86,95.74
18.0,33847.73,0.0,261.7,0.0,-10.12,-21.86,119.06
17.0,33868.8,0.0,222.33,0.0,-8.04,-17.0,160.0
16.0,33868.8,2.0,193.57,0.0,-8.76,-16.14,160.0
16.0,33940.39,0.0,219.47,0.0,-13.19,-21.69,119.98
15.0,34214.4,0.0,237.67,0.0,-11.98,-21.38,120.0
15.0,34214.4,0.0,263.76,0.0,-5.23,-16.31,163.74
14.0,34285.99,0.0,243.59,0.0,0.0,-9.72,280.22
14.0,34559.99,22.91,153.13,0.0,-3.11,-10.48,280.22
14.0,34559.99,0.0,259.77,0.0,-6.06,-16.05,161.05
13.0,34884.54,0.0,230.4,0.0,-11.68,-19.9,120.0
13.0,34905.6,0.0,291.85,0.0,-7.08,-18.8,137.79
13.0,34905.6,0.0,341.48,0.0,1.01,-17.06,160.0
13.0,35251.2,14.91,252.69,0.0,3.39,-13.03,227.05
12.0,35251.2,0.0,235.84,0.0,0.06,-8.11,320.0
12.0,35251.2,0.0,273.0,0.0,-2.23,-12.05,241.03
12.0,35596.8,0.0,178.2,0.0,-7.72,-13.31,214.83
12.0,35596.8,2.46,233.31,0.0,-2.99,-11.78,244.56
11.0,35942.4,0.0,250.97,0.0,-0.45,-8.53,320.0
11.0,35942.4,0.0,250.26,0.0,-1.26,-9.09,310.46
11.0,35942.4,0.0,292.27,0.0,-0.77,-10.39,280.22
11.0,36288.01,0.0,376.66,0.0,1.08,-16.13,160.0
11.0,36288.01,0.0,364.41,0.0,-1.34,-16.23,162.93
11.0,36633.6,0.0,357.29,0.0,4.82,-9.64,286.22
11.0,36633.6,0.95,331.3,0.0,6.7,-5.59,400.0
11.0,36979.2,0.0,371.71,0.0,3.5,-12.1,240.0
11.0,36979.2,0.0,372.84,0.0,-0.56,-15.68,185.42
41.0,36979.2,17.0,266.72,0.0,2.17,-11.13,265.44
60.0,37324.8,10.18,247.68,0.0,5.64,-5.73,401.05
45.0,37324.8,0.0,317.21,0.0,1.05,-8.94,313.39
33.0,37670.4,0.0,366.49,0.0,2.08,-10.63,280.0
25.0,37670.4,0.0,320.15,0.0,-5.21,-14.97,198.85
21.0,38016.0,18.29,143.39,0.0,-3.85,-8.96,312.21
20.0,38016.0,3.68,154.19,0.0,0.06,-5.43,405.37
18.0,38361.6,0.0,290.83,0.0,0.6,-7.5,355.5
18.0,38361.6,0.0,405.82,0.0,3.23,-10.49,280.0
17.0,38707.21,0.0,434.33,0.0,8.86,-7.83,333.64
35.0,38707.21,0.0,382.04,0.0,10.84,-1.62,549.57
74.0,39052.8,4.79,281.4,0.0,12.57,0.33,625.98
100.0,39052.8,11.89,157.9,0.0,4.51,-1.06,563.76
92.0,39398.4,3.07,132.34,0.0,3.67,-0.69,581.08
224.0,39398.4,8.74,273.98,0.0,12.57,1.53,682.68
143.0,39469.98,0.0,319.43,0.0,5.64,-2.84,495.52
95.0,39744.0,0.0,395.12,0.0,6.13,-5.13,428.27
83.0,39744.0,0.0,418.76,0.0,8.71,-3.95,448.63
70.0,40089.59,0.0,289.67,0.0,3.36,-3.8,457.59
57.0,40089.59,0.0,328.43,0.0,3.8,-4.53,441.03
51.0,40435.19,0.0,367.35,0.0,5.68,-3.99,451.45
49.0,40435.19,0.0,323.55,0.0,6.12,-2.0,520.0
50.0,40780.81,0.0,423.96,0.0,9.2,-3.01,480.0
68.0,40780.81,0.0,456.51,0.0,14.51,-0.22,600.0
90.0,41126.39,0.0,454.12,0.0,15.8,1.4,672.5
115.0,41126.39,4.5,367.76,0.0,18.78,0.58,634.91
121.0,41472.0,0.03,219.06,0.0,4.23,-0.76,578.63
329.0,41472.0,34.49,96.99,0.0,1.41,-1.24,561.05
174.0,41817.61,3.52,297.73,0.0,2.96,-6.51,369.01
98.0,41817.61,0.0,457.56,0.0,4.3,-7.48,352.67
76.0,42163.19,0.0,512.29,0.0,11.35,-4.73,435.14
66.0,42163.19,0.0,498.07,0.0,15.82,0.53,632.54
192.0,42508.79,23.11,390.3,0.0,15.03,-2.5,519.78
113.0,42508.79,3.99,379.49,0.0,0.18,-14.03,203.76
80.0,42854.4,0.0,507.65,0.0,3.3,-11.01,267.15
69.0,42854.4,0.0,488.83,0.0,5.99,-7.38,351.28
60.0,43200.01,0.0,395.05,0.0,6.67,-2.83,498.35
54.0,43545.61,0.0,378.63,0.0,6.81,-2.12,523.71
47.0,43545.61,0.0,522.17,0.0,12.68,-3.2,480.0
