Discharge,Dayl,Prcp,Srad,Swe,Tmax,Tmin,Vp
90.0,32140.81,0.0,207.63,0.0,1.02,-9.03,317.32
90.0,32140.81,0.0,221.76,0.0,5.34,-6.0,398.34
122.0,32140.81,4.25,174.27,0.0,11.68,-1.19,561.03
271.0,32142.64,13.4,149.46,0.0,10.99,1.14,657.7
373.0,32332.23,13.48,191.81,0.0,11.05,-4.82,431.97
192.0,32486.41,0.0,219.77,0.0,-2.86,-13.31,215.92
158.0,32486.41,0.0,228.23,0.0,-1.26,-12.33,240.21
133.0,32486.41,0.0,182.62,0.0,1.23,-6.78,367.54
115.0,32486.41,0.0,169.83,0.0,-0.11,-7.37,349.27
226.0,32677.81,0.0,196.28,0.0,4.46,-4.38,440.0
497.0,32832.0,25.58,81.38,0.0,4.62,0.15,614.48
266.0,32832.0,0.19,191.25,0.0,6.32,-2.18,525.22
178.0,32832.0,0.0,149.57,0.0,-0.53,-6.66,363.81
160.0,32894.35,4.96,203.21,0.0,-5.94,-20.21,126.03
192.0,33177.6,0.0,237.6,0.0,-10.39,-20.94,120.0
160.0,33177.6,0.0,270.36,0.0,-6.8,-20.2,120.77
130.0,33177.6,0.0,304.5,0.0,-0.9,-22.27,106.16
120.0,33479.96,0.0,181.04,0.0,-17.29,-24.27,84.19
110.0,33523.2,0.0,258.84,0.0,-11.54,-23.08,92.18
100.0,33523.2,0.0,212.1,0.0,-9.86,-18.31,160.0
94.0,33714.62,2.13,178.46,0.0,-9.34,-16.3,161.95
90.0,33868.81,0.0,246.37,0.0,-13.41,-23.44,90.26
86.0,33868.81,0.0,243.85,0.0,-14.18,-23.9,83.24
82.0,34060.22,0.0,266.54,0.0,-8.25,-19.44,120.58
80.0,34214.4,0.0,276.33,0.0,-0.72,-12.68,240.0
79.0,34214.4,22.96,127.09,0.0,-4.57,-10.47,277.29
78.0,34516.75,0.0,275.23,0.0,-5.37,-16.36,160.58
76.0,34559.99,0.0,216.6,0.0,-13.19,-20.82,120.0
74.0,34559.99,0.0,249.63,0.0,-12.02,-21.12,120.0
72.0,34905.61,0.0,345.41,0.0,-0.07,-19.08,127.89
72.0,34905.61,12.31,264.96,0.0,3.51,-17.49,160.0
78.0,34967.96,0.0,221.54,0.0,-0.35,-8.03,327.57
77.0,35251.21,0.11,285.65,0.0,-2.07,-12.81,228.48
74.0,35251.21,0.0,235.23,0.0,-10.19,-18.05,160.0
75.0,35596.8,6.19,251.69,0.0,-4.02,-17.6,159.21
75.0,35596.8,0.0,284.26,0.0,-2.15,-11.97,240.0
71.0,35788.21,0.0,265.78,0.0,-2.72,-11.41,254.62
67.0,35942.39,0.0,294.96,0.0,-2.69,-12.69,231.81
69.0,35942.39,0.0,381.92,0.0,-0.54,-19.18,125.36
69.0,36288.01,0.0,360.79,0.0,-4.81,-19.6,120.68
67.0,36288.01,0.0,352.42,0.0,3.63,-10.72,276.65
71.0,36633.61,4.7,211.07,0.0,5.58,-4.23,442.71
71.0,36633.61,8.32,283.62,0.0,2.51,-14.06,200.4
71.0,36979.2,0.0,373.59,0.0,-2.38,-17.56,160.0
133.0,36979.2,25.04,304.54,0.0,1.32,-17.4,164.13
218.0,37170.62,15.88,216.3,0.0,2.53,-6.84,366.5
169.0,37324.8,1.4,300.17,0.0,-0.38,-10.19,280.4
113.0,37326.64,1.49,346.96,0.0,1.72,-12.25,241.76
85.0,37670.4,0.0,347.31,0.0,-6.12,-17.32,162.12
90.0,37670.4,19.0,188.43,0.0,-5.25,-12.42,240.0
95.0,38015.98,4.06,162.42,0.0,-1.01,-6.83,360.0
79.0,38015.98,3.24,262.29,0.0,-0.72,-9.99,285.87
83.0,38361.61,0.0,395.72,0.0,1.36,-11.57,240.65
83.0,38361.61,0.0,441.3,0.0,6.68,-9.88,280.38
