Discharge,Dayl,Prcp,Srad,Swe,Tmax,Tmin,Vp
211.0,31101.65,0.0,184.2,0.0,-8.73,-19.41,135.06
198.0,31104.01,0.0,193.07,0.0,-1.39,-13.06,223.57
187.0,31104.01,3.55,134.65,0.0,5.5,-5.14,426.44
173.0,31104.01,6.94,153.81,0.0,7.64,-5.74,399.73
180.0,31253.96,10.92,137.9,0.0,3.02,-7.59,345.52
186.0,31413.66,0.0,185.6,0.0,-6.02,-16.25,174.76
174.0,31449.6,0.0,182.19,0.0,-4.54,-14.42,196.96
161.0,31449.6,3.66,105.77,0.0,-1.55,-8.62,318.73
149.0,31454.02,0.0,143.97,0.0,-3.94,-11.09,261.84
145.0,31671.72,0.0,187.53,0.0,2.03,-8.18,323.91
162.0,31795.19,20.0,134.16,0.0,2.36,-6.91,360.0
229.0,31795.19,0.0,201.93,0.0,6.1,-4.92,425.68
239.0,31799.61,0.0,216.16,0.0,-3.05,-14.74,195.38
193.0,32065.2,0.0,221.78,0.0,-10.81,-22.68,100.32
169.0,32140.8,0.0,173.0,0.0,-17.08,-25.13,79.66
155.0,32140.8,3.13,179.61,0.0,-14.37,-24.94,79.78
146.0,32362.92,11.16,177.68,0.0,-7.27,-19.91,125.83
140.0,32486.39,0.0,189.36,0.0,-15.02,-23.67,92.82
138.0,32486.39,0.0,250.97,0.0,-13.21,-26.67,75.86
134.0,32708.53,0.0,281.39,0.0,-9.49,-28.13,60.52
132.0,32832.01,2.21,264.97,0.0,-9.29,-27.16,68.51
131.0,32832.01,3.97,171.32,0.0,-12.61,-22.68,100.17
130.0,33102.0,0.0,161.84,0.0,-18.24,-24.88,80.0
129.0,33177.6,0.12,261.28,0.0,-9.78,-22.87,102.73
128.0,33182.02,0.0,271.93,0.0,-4.75,-18.71,139.35
132.0,33523.2,22.01,204.44,0.0,-3.35,-16.66,172.62
138.0,33523.2,3.86,214.5,0.0,-2.36,-15.1,189.57
144.0,33745.35,0.0,233.39,0.0,-10.08,-19.77,120.0
137.0,33868.82,0.09,154.3,0.0,-14.54,-20.27,120.0
132.0,33873.24,0.0,266.41,0.0,-5.17,-16.8,160.0
137.0,34214.39,0.0,314.73,0.0,2.89,-14.3,200.0
148.0,34214.39,11.97,117.48,0.0,-1.09,-6.77,360.0
149.0,34557.63,0.0,297.83,0.0,-0.74,-14.07,204.98
139.0,34559.99,0.0,136.62,0.0,-11.53,-16.13,164.18
131.0,34830.0,0.0,336.3,0.0,-8.38,-25.09,79.98
125.0,34905.59,0.0,353.21,0.0,-6.26,-26.58,80.0
120.0,35055.52,0.0,360.77,0.0,-3.44,-26.1,78.7
115.0,35251.2,0.0,253.09,0.0,-8.53,-18.23,158.85
110.0,35329.3,0.0,350.58,0.0,-1.75,-20.05,120.0
105.0,35596.8,0.0,293.73,0.0,-7.92,-19.94,119.93
102.0,35601.23,0.0,284.29,0.0,-1.08,-12.52,233.4
100.0,35942.4,9.1,202.26,0.0,-4.44,-14.77,193.36
99.0,35942.4,8.17,247.28,0.0,-3.53,-17.28,160.0
98.0,36288.0,0.0,380.85,0.0,-8.43,-27.63,72.8
97.0,36288.0,10.62,300.52,0.0,-2.36,-25.96,78.56
130.0,36633.59,22.63,126.8,0.0,-3.98,-9.69,280.0
124.0,36633.59,0.0,308.96,0.0,-2.65,-14.19,199.21
119.0,36979.2,5.32,268.03,0.0,-2.05,-16.47,160.0
118.0,36983.62,0.0,374.88,0.0,-12.8,-28.06,63.62
123.0,37324.8,6.33,318.57,0.0,-6.58,-27.65,65.12
121.0,37402.91,2.07,329.64,0.0,-2.33,-15.81,177.85
119.0,37670.41,0.0,360.56,0.0,-1.55,-14.99,200.0
117.0,37820.34,0.0,404.0,0.0,-4.17,-20.85,120.0
114.0,38016.03,0.0,391.85,0.0,-0.68,-16.15,173.03
113.0,38325.66,0.0,339.85,0.0,7.16,-5.1,421.35
113.0,38361.61,0.0,378.43,0.0,9.91,-4.51,440.0
129.0,38707.21,0.0,376.32,0.0,2.12,-11.6,253.51
122.0,38707.21,0.0,228.85,0.0,2.29,-4.9,433.01
175.0,39052.8,5.08,197.33,0.0,9.0,0.46,628.18
320.0,39052.8,15.8,224.08,0.0,6.34,-3.33,479.53
800.0,39398.41,0.0,247.55,0.0,0.94,-6.42,380.57
750.0,39398.41,2.41,352.7,0.0,6.95,-6.2,387.44
570.0,39744.0,5.65,98.66,0.0,1.85,-1.74,543.42
440.0,39748.42,1.19,138.97,0.0,1.46,-2.46,511.58
380.0,40089.58,0.0,244.04,0.0,1.69,-5.08,424.95
320.0,40435.21,0.0,261.25,0.0,2.5,-4.5,440.64
305.0,40435.21,0.0,282.18,0.0,1.77,-5.54,399.95
300.0,40780.81,0.0,456.56,0.0,7.98,-6.65,360.0
299.0,40780.81,0.0,438.97,0.0,6.72,-6.29,387.62
400.0,41126.39,3.55,391.21,0.0,10.49,-6.19,383.63
420.0,41126.39,0.0,331.02,0.0,-0.11,-8.42,324.54
410.0,41471.99,17.51,184.28,0.0,-2.64,-8.33,325.71
410.0,41550.07,12.13,284.87,0.0,-0.08,-9.32,297.06
390.0,41817.58,0.0,554.76,0.0,-2.68,-21.47,112.81
375.0,42163.21,0.0,568.59,0.0,1.18,-19.21,137.14
385.0,42163.21,0.0,487.65,0.0,9.28,-4.38,439.94
445.0,42508.81,8.56,411.91,0.0,9.73,-8.17,331.07
400.0,42508.81,1.22,452.0,0.0,-4.24,-16.44,170.73
365.0,42854.41,0.0,563.77,0.0,-0.82,-18.17,151.24
345.0,42854.41,0.0,579.43,0.0,4.09,-14.84,190.83
335.0,43200.0,0.0,550.76,0.0,5.85,-10.12,279.11
370.0,43545.59,0.0,568.2,0.0,10.0,-7.58,342.18
450.0,43545.59,0.0,560.78,0.0,11.36,-5.4,415.42
760.0,43891.18,0.0,580.06,0.0,14.05,-4.56,439.87
1050.0,43891.18,0.0,549.96,0.0,9.57,-6.02,398.61
1400.0,44236.83,1.95,492.46,0.0,9.82,-3.39,479.19
1800.0,44236.83,0.0,539.68,0.0,13.14,-1.78,537.63
2800.0,44582.41,0.0,494.65,0.0,11.53,-1.09,561.63
9030.0,44849.9,44.56,292.82,0.0,8.26,-0.73,581.69
6420.0,44928.0,5.54,300.23,0.0,7.61,-1.54,547.95
3960.0,45273.6,0.0,419.83,0.0,6.98,-2.75,501.79
2800.0,45273.6,0.0,391.63,0.0,6.1,-2.7,502.73
2760.0,45619.2,0.0,472.26,0.0,10.67,-0.74,580.74
3160.0,45619.2,5.56,371.95,0.0,12.5,-0.06,612.42
4260.0,45964.83,11.4,337.29,0.0,10.88,0.0,610.16
5320.0,45964.83,13.59,199.88,0.0,8.46,2.59,728.73
3670.0,46310.42,0.0,346.3,0.0,5.05,-2.62,506.02
2510.0,46577.91,2.79,353.99,0.0,7.83,-1.83,537.25
2080.0,46655.98,5.88,268.29,0.0,6.73,-1.06,572.27
5730.0,47001.59,20.64,362.72,0.0,12.39,1.02,652.97
9080.0,47001.59,19.41,435.68,0.0,11.91,-3.63,469.66
4160.0,47347.21,0.0,388.32,0.0,3.01,-5.35,413.75
2600.0,47347.21,10.42,279.64,0.0,5.07,-2.91,494.93
2030.0,47692.81,0.71,412.85,0.0,3.17,-5.55,403.98
1560.0,47692.81,0.0,524.57,0.0,4.15,-7.5,346.17
1340.0,48038.4,0.0,650.62,0.0,11.42,-7.29,353.55
1370.0,48074.34,0.0,640.3,0.0,21.76,2.12,720.0
1250.0,48383.98,0.0,598.08,0.0,9.57,-5.42,410.4
1030.0,48579.62,0.0,536.52,0.0,6.88,-5.11,421.77
872.0,48729.6,0.0,598.74,0.0,10.45,-4.14,452.7
784.0,48997.08,0.0,264.05,0.0,5.98,1.05,661.04
727.0,49075.16,0.0,537.39,0.0,12.69,1.08,656.86
812.0,49416.37,6.73,357.04,0.0,8.48,-0.89,574.8
3380.0,49420.8,31.2,86.78,0.0,1.2,-0.32,594.94
7990.0,49766.42,35.23,162.66,0.0,3.65,0.17,619.04
5340.0,49766.42,6.03,334.68,0.0,4.46,-3.23,482.52
2850.0,50112.02,0.0,529.38,0.0,6.8,-2.77,500.26
1900.0,50112.02,1.82,610.16,0.0,10.27,-2.18,523.6
1480.0,50457.61,1.0,332.46,0.0,3.7,-1.59,546.46
1200.0,50457.61,0.0,575.26,0.0,7.9,-2.98,491.37
1020.0,50798.73,2.83,587.61,0.0,19.5,-2.29,517.14
859.0,50803.16,0.08,657.77,0.0,11.17,-4.12,447.54
747.0,51070.71,3.19,546.72,0.0,14.75,-1.62,545.55
650.0,51148.79,0.0,653.26,0.0,12.09,-3.16,484.57
558.0,51344.45,0.0,683.67,0.0,16.2,-2.17,522.1
496.0,51494.37,0.0,679.39,0.0,20.31,0.83,649.71
442.0,51569.96,0.0,681.99,0.0,23.22,2.2,715.32
424.0,51840.01,2.89,483.08,0.0,18.22,4.03,821.95
595.0,51842.37,9.24,478.85,0.0,26.86,7.93,1075.12
997.0,52185.62,16.22,417.13,0.0,22.58,8.85,1147.69
2010.0,52185.62,15.79,320.18,0.0,9.84,1.2,668.24
2300.0,52526.77,15.78,146.58,0.0,4.77,1.22,670.79
2190.0,52531.2,7.2,238.98,0.0,8.43,2.32,726.29
1480.0,52654.68,0.0,609.44,0.0,17.97,2.74,744.24
2030.0,52876.77,14.43,298.52,0.0,12.68,4.63,853.51
1930.0,52876.77,0.0,611.87,0.0,19.92,4.39,830.88
1310.0,53217.99,0.0,600.79,0.0,14.99,0.71,638.06
987.0,53222.43,1.39,576.46,0.0,16.12,2.38,728.84
817.0,53298.03,0.0,590.65,0.0,19.37,5.04,883.26
1030.0,53568.05,10.15,455.62,0.0,15.68,0.91,652.72
871.0,53568.05,0.0,600.38,0.0,12.42,-1.95,533.51
699.0,53691.54,0.0,632.44,0.0,18.65,1.54,687.62
577.0,53913.61,0.0,506.72,0.0,17.27,5.74,918.38
503.0,53913.61,0.0,496.47,0.0,18.04,6.47,960.34
495.0,54037.09,2.95,248.76,0.0,12.15,5.62,920.0
737.0,54259.2,11.24,123.39,0.0,8.99,5.83,926.25
717.0,54259.2,4.43,224.77,0.0,12.13,5.93,931.21
572.0,54334.79,0.0,423.42,0.0,16.07,6.76,985.81
459.0,54600.36,0.0,371.68,0.0,13.64,5.68,917.12
387.0,54604.78,0.0,418.81,0.0,14.06,4.9,873.12
336.0,54604.78,0.0,584.62,0.0,15.79,1.11,664.89
296.0,54728.26,0.0,604.06,0.0,20.86,4.32,840.82
260.0,54945.99,0.0,552.74,0.0,22.27,8.1,1088.16
229.0,54950.41,0.0,617.92,0.0,26.37,7.24,1019.57
214.0,54950.41,0.85,489.37,0.0,19.4,7.91,1073.53
196.0,54986.36,0.0,598.58,0.0,20.54,4.14,829.27
174.0,55146.09,0.26,546.39,0.0,14.82,1.87,701.71
160.0,55296.02,0.0,585.36,0.0,18.49,3.12,766.96
164.0,55296.02,7.93,309.45,0.0,14.65,5.85,920.01
