Discharge,Dayl,Prcp,Srad,Swe,Tmax,Tmin,Vp,Date
0.12078583555663353,0.0114997654524816,0.0,0.22041044950288619,0.5,0.2679310344827586,0.2074060561838745,0.0189300591975444,2000-01-01
0.11229687121028377,0.01452169742657676,0.07782557684786859,0.1301208943380374,0.5,0.40913793103448276,0.3943816125501642,0.07959657969743478,2000-01-02
0.10987145282561242,0.01793697927544873,0.14646069612827534,0.12052091923262437,0.5,0.4570689655172414,0.4640642101422838,0.112453409340057,2000-01-03
0.10720349260247393,0.02034245062596627,0.08036761830269848,0.155482254827216,0.5,0.4625862068965518,0.39985406785844585,0.08108309581232186,2000-01-04
0.10586951249090468,0.020535563290894714,0.06667970277669144,0.17438658181761604,0.5,0.45827586206896553,0.3943816125501642,0.08005262003946503,2000-01-05
0.1016250303177298,0.023252264761588304,0.0,0.2444648441754446,0.5,0.29293103448275865,0.21178402043049982,0.023836877877658407,2000-01-06
0.0975018190637885,0.027481619611547294,0.027962456003128664,0.19654276423270217,0.5,0.3670689655172414,0.35206129149945276,0.0627757070817803,2000-01-07
0.09556148435605141,0.0325441712410619,0.03617520531873289,0.15537334100916433,0.5,0.34672413793103446,0.38617292958774174,0.07676386757290068,2000-01-08
0.09119573126364298,0.03346923715247688,0.05338287055142745,0.13881844066530782,0.5,0.35758620689655174,0.3914629697190806,0.07735584301688227,2000-01-09
0.08901285471743876,0.034973641058677334,0.0,0.23564282491325794,0.5,0.41172413793103446,0.37048522437066767,0.07009427757070817,2000-01-10
0.08780014552510308,0.04044079184442087,0.26456785295267893,0.12104992920601827,0.5,0.43086206896551726,0.46005107624954394,0.11159394869546152,2000-01-11
0.08719379092893524,0.046260795091713415,0.0,0.16120800983336186,0.5,0.4281034482758621,0.48102882159795696,0.12347292260469195,2000-01-12
0.07882609750181907,0.046453907756641995,0.0,0.20558261113099224,0.5,0.283448275862069,0.2938708500547245,0.04595044946283709,2000-01-13
0.07227746786320641,0.050376532199005765,0.0,0.16834964447417966,0.5,0.15586206896551727,0.1957314848595403,0.017540013155009866,2000-01-14
0.07203492602473927,0.058461765754712354,0.0,0.2020973689533382,0.5,0.11620689655172417,0.12732579350601972,0.012435869326901995,2000-01-15
0.07167111326703857,0.059387956594272505,0.17618302698474775,0.2314418633598357,0.5,0.17862068965517244,0.0902955125866472,0.0,2000-01-16
0.06985204947853504,0.06333682936002451,0.16816581931951505,0.11358155311104541,0.5,0.23793103448275862,0.28456767603064576,0.039136154352115766,2000-01-17
0.06863934028619936,0.07142131296363441,0.0,0.21549376857369573,0.5,0.18310344827586209,0.19664356074425393,0.019618504713878535,2000-01-18
0.0674266310938637,0.0723737521265828,0.0,0.2858365359182213,0.5,0.1736206896551724,0.1092666909886903,0.0047226485419864074,2000-01-19
0.06621392190152801,0.07775615832538688,0.0,0.32691260444057196,0.5,0.21241379310344827,0.06603429405326525,0.0,2000-01-20
0.06500121270919233,0.08513868676638275,0.08897145091904575,0.21924351573804668,0.5,0.20620689655172414,0.17365924844947098,0.017557553168164878,2000-01-21
0.06378850351685665,0.08566365323414962,0.10265936644505279,0.08307012493970843,0.5,0.1467241379310345,0.22674206493980298,0.029607542205656652,2000-01-22
