Discharge,Dayl,Prcp,Srad,Swe,Tmax,Tmin,Vp
"1080.0,32",0.01060135313753615,0.5,0.16583598477185366,0.5,0.5,0.002325505491456828,0.0
"1010.0,32",0.01979549148484279,0.5,0.16583598477185366,0.5,0.5,0.0,0.0
"980.0,323",0.01979549148484279,0.5,0.16583598477185366,0.5,0.5,0.0,0.0
"940.0,324",0.01979549148484279,0.5,0.16583598477185366,0.5,0.5,0.0,0.0
"900.0,325",0.01979549148484279,0.5,0.16583598477185366,0.5,0.5,0.0,0.04515240460600587
"860.0,327",0.01979549148484279,0.5,0.16583598477185366,0.5,0.5,0.0,0.053763829306841274
"840.0,328",0.01979549148484279,0.5,0.16583598477185366,0.5,0.5,0.0,0.0
"800.0,329",0.01979549148484279,0.5,0.16583598477185366,0.5,0.5,0.0,0.00019869044931135696
"780.0,330",0.01979549148484279,0.5,0.16583598477185366,0.5,0.5,0.0,0.00436667419282005
"750.0,332",0.01979549148484279,0.5,0.15027679179004286,0.5,0.5,0.0,0.025996839015579136
"740.0,333",0.01979549148484279,0.5,0.15027679179004286,0.5,0.5,0.0,0.02727929555204335
"700.0,335",0.01979549148484279,0.5,0.15027679179004286,0.5,0.5,0.0,0.004511176337773764
"670.0,336",0.01979549148484279,0.5,0.15027679179004286,0.5,0.5,0.0,0.021539850982163017
"640.0,338",0.01979549148484279,0.5,0.15027679179004286,0.5,0.5,0.0,8.579814856626778e-05
"630.0,339",0.01979549148484279,0.5,0.15027679179004286,0.5,0.5,0.0,0.0
"620.0,341",0.01979549148484279,0.5,0.15027679179004286,0.5,0.5,0.0,0.003702867464438925
"610.0,342",0.01979549148484279,0.5,0.15027679179004286,0.5,0.5,0.0,0.00016708060510273198
"610.0,344",0.01979549148484279,0.5,0.15027679179004286,0.5,0.5,0.0,0.0018017611198916236
"590.0,345",0.01979549148484279,0.5,0.15027679179004286,0.5,0.5,0.0,0.00013547076089410703
"580.0,347",0.01979549148484279,0.5,0.15027679179004286,0.5,0.5,0.0,0.0
"570.0,349",0.01979549148484279,0.5,0.15027679179004286,0.5,0.5,0.0,0.0
"550.0,350",0.01979549148484279,0.5,0.15027679179004286,0.5,0.5,0.0,0.025870399638744636
"540.0,352",0.01979549148484279,0.5,0.15027679179004286,0.5,0.5,0.0,0.008579814856626778
"530.0,353",0.01979549148484279,0.5,0.15027679179004286,0.5,0.5,0.0,0.0003160984420862497
"520.0,355",0.01979549148484279,0.5,0.15027679179004286,0.5,0.5,0.0,0.029433280650259654
"510.0,357",0.01979549148484279,0.5,0.15027679179004286,0.5,0.5,0.0,0.034788891397606686
"505.0,359",0.01979549148484279,0.5,0.15027679179004286,0.5,0.5,0.0,0.003653194852111086
"510.0,360",0.01979549148484279,0.5,0.15027679179004286,0.5,0.5,0.0,0.0
"520.0,362",0.01979549148484279,0.5,0.15027679179004286,0.5,0.5,0.0,0.004226687739896139
"540.0,364",0.01979549148484279,0.5,0.04702701708568589,0.5,0.5,0.0,0.015407541205689771
"565.0,366",0.01979549148484279,0.5,0.04702701708568589,0.5,0.5,0.0,0.0011650485436893205
"590.0,368",0.01979549148484279,0.5,0.04702701708568589,0.5,0.5,0.0,0.03928200496726123
"580.0,369",0.01979549148484279,0.5,0.04702701708568589,0.5,0.5,0.0,0.0015804922104312486
"560.0,372",0.01979549148484279,0.5,0.04702701708568589,0.5,0.5,0.0,0.0004470535109505532
"530.0,373",0.01979549148484279,0.5,0.04702701708568589,0.5,0.5,0.0,0.0
"510.0,376",0.01979549148484279,0.5,0.04702701708568589,0.5,0.5,0.0,0.0031655001128923005
"490.0,376",0.01979549148484279,0.5,0.04702701708568589,0.5,0.5,0.0,0.0
"468.0,380",0.01979549148484279,0.5,0.04702701708568589,0.5,0.5,0.0,0.000907654097990517
"460.0,380",0.01979549148484279,0.5,0.04702701708568589,0.5,0.5,0.0,0.000907654097990517
"465.0,383",0.01979549148484279,0.5,0.04702701708568589,0.5,0.5,0.0,0.04018965906525175
"470.0,383",0.01979549148484279,0.5,0.04702701708568589,0.5,0.5,0.0,0.0001806276811921427
"465.0,387",0.01979549148484279,0.5,0.04702701708568589,0.5,0.5,0.0,0.003160984420862497
"705.0,388",0.01979549148484279,0.5,0.04702701708568589,0.5,0.5,0.0,0.0438022126890946
"1230.0,39",0.00514839582539681,0.5,0.12254243834255972,0.5,0.5,0.0,0.002754572138180176
"1670.0,39",0.03207444568301683,0.5,0.12254243834255972,0.5,0.5,0.0,7.676676450666064e-05
"2140.0,39",0.03988850838247696,0.5,0.13271292737204127,0.5,0.5,0.0,0.0020636712576202303
"2530.0,39",0.07462359517244915,0.5,0.13271292737204127,0.5,0.5,0.0,0.004280876044253782
"2990.0,39",0.07462359517244915,0.5,0.13271292737204127,0.5,0.5,0.0,0.0009573267103183563
"3640.0,40",0.07462359517244915,0.5,0.13271292737204127,0.5,0.5,0.0,0.0013547076089410702
"4230.0,40",0.01187789798295863,0.5,0.13271292737204127,0.5,0.5,0.0,0.0003296455181756604
"4690.0,40",0.01187789798295863,0.5,0.13271292737204127,0.5,0.5,0.0,0.0027094152178821405
"5420.0,40",0.06793429915175102,0.5,0.13271292737204127,0.5,0.5,0.0,7.676676450666064e-05
"5910.0,40",0.07832959583786071,0.5,0.13271292737204127,0.5,0.5,0.0,0.0001264393768344999
"5520.0,41",0.012535268320680129,0.5,0.5502179390506318,0.5,0.5,0.0,0.002745540754120569
"5160.0,41",0.012535268320680129,0.5,0.5502179390506318,0.5,0.5,0.0,0.02950553172273651
"4950.0,41",0.04728945302566258,0.5,0.20820995714784912,0.5,0.5,0.0,0.0040641228268232105
"4790.0,41",0.04728945302566258,0.5,0.20820995714784912,0.5,0.5,0.0,0.0011108602393316775
"4570.0,41",0.08201649858826202,0.5,0.20820995714784912,0.5,0.5,0.0,0.022587491533077445
"4240.0,42",0.014705394557898347,0.5,0.20820995714784912,0.5,0.5,0.0,0.0044840821855949425
"3930.0,42",0.01625132052030762,0.5,0.20820995714784912,0.5,0.5,0.0,0.03973808986227139
"3780.0,42",0.050980376389750254,0.5,0.20820995714784912,0.5,0.5,0.0,0.004271844660194175
"3610.0,42",0.050980376389750254,0.5,0.5906240229525683,0.5,0.5,0.0,0.07829306841273424
"3480.0,42",0.08572149410025198,0.5,0.5906240229525683,0.5,0.5,0.0,0.027094152178821405
"3260.0,42",0.08572149410025198,0.5,0.5906240229525683,0.5,0.5,0.0,0.0
"3040.0,43",0.019949279958346444,0.5,0.5906240229525683,0.5,0.5,0.0,0.00028900428990742834
"2970.0,43",0.05468537190174022,0.5,0.5906240229525683,0.5,0.5,0.0,0.0006502596522917137
"3100.0,43",0.05468537190174022,0.5,0.5906240229525683,0.5,0.5,0.0,0.0029758410476405507
"3520.0,43",0.08942648961224196,0.5,0.5906240229525683,0.5,0.5,0.0,6.773538044705351e-05
"4160.0,43",0.08942648961224196,0.5,0.5906240229525683,0.5,0.5,0.0,0.00038834951456310677
"5000.0,44",0.023642213629277306,0.5,0.7614808820554319,0.5,0.5,0.0,0.006276811921426959
"6020.0,44",0.02518813959168658,0.5,0.7614808820554319,0.5,0.5,0.0,0.003856400993452246
"7290.0,44",0.05838735195346542,0.5,0.7614808820554319,0.5,0.5,0.0,0.00450666064574396
"10700.0,4",0.4951616940051645,0.5,0.7614808820554319,0.5,0.5,0.0,0.2750643486114247
"14100.0,4",0.4951616940051645,0.5,0.7614808820554319,0.5,0.5,0.0,0.04047414766312937
"15300.0,4",0.5299198993238334,0.5,0.6018428264028102,0.5,0.5,0.0,0.002244298938812373
